Name,Soundex,Frequency
Satterley,S364,1
Satterthwaite,S363,4
Saul,S400,4
Saundercock,S536,2
Saunders,S536,56
Saunderson,S536,5
Saundry,S536,2
Saunt,S530,1
Saunter,S536,1
Savage,S120,29
Savary,S160,1
Savery,S160,3
Savidge,S132,1
Savill,S140,3
Saville,S140,5
Savin,S150,2
Savory,S160,3
Savoury,S160,1
Sawbridge,S163,1
Sawdon,S350,1
Sawdy,S300,1
Sawer,S600,1
Sawtell,S340,1
Sawyer,S600,14
Sawyers,S620,2
Saxby,S210,4
Saxon,S250,2
Saxton,S235,5
Saxty,S230,1
Say,S000,2
Sayce,S200,2
Sayer,S600,7
Sayers,S620,11
Sayles,S420,2
Saynor,S560,1
Scadding,S235,3
Scain,S250,1
Scale,S240,1
Scales,S242,1
Scamell,S254,1
Scammell,S254,1
Scane,S250,1
Scanes,S252,1
Scanlan,S254,4
Scannell,S254,1
Scantlebury,S253,1
Scarborough,S261,2
Scardon,S263,1
Scarfe,S261,1
Scarff,S261,2
Scarl,S264,2
Scarland,S264,1
Scarlet,S264,1
Scarlett,S264,1
Scarnell,S265,1
Scarratt,S263,2
Scarry,S260,1
Scarth,S263,1
Scatchard,S232,1
Scatney,S235,1
Scattergood,S236,1
Sceells,S242,1
Schaffer,S216,1
Scharff,S261,1
Schleecher?,S242,1
Schlesinger,S242,1
Schlienger,S245,1
Schmidt,S253,1
Schneider,S253,1
Schofield,S214,37
Scholefield,S241,7
Scholes,S242,12
Scholey,S240,3
Scholfield,S241,1
Scholler,S246,1
Schollick,S242,1
Scholthorpe,S243,1
Schone,S250,1
Schooling,S245,1
Schorling,S264,1
Schothorp,S236,1
Schutt,S230,1
Scilly,S240,1
Sclater,S243,1
Scobell,S214,1
Scoble,S214,2
Scoffham,S215,1
Scofield,S214,1
Scolton,S243,1
Scorer,S266,2
Scorey,S260,2
Scorrer,S266,1
Scorror,S266,1
Scotland,S234,2
Scott,S230,111
Scotter,S236,2
Scotthorn,S236,1
Scotton,S235,3
Scourfeild,S261,1
Scourfield,S261,1
Scourse,S262,1
Scowcroft,S226,2
Scowen,S250,1
Scragg,S262,1
Screech,S262,1
Scribbens,S261,1
Scrimshaw,S265,1
Scrimshire,S265,1
Scrivan,S261,1
Scriven,S261,6
Scrivener,S261,2
Scrivens,S261,2
Scrivin,S261,1
Scroggs,S262,1
Scroob,S261,1
Scruse,S262,1
Scruton,S263,2
Scrutton,S263,1
Scudamore,S235,5
Scully,S240,1
Sculthorpe,S243,1
Scurr,S260,2
Scutts,S232,1
Se[a]ward,S630,1
Seaborne,S165,1
Seabourne,S165,1
Seabright,S162,2
Seabrook,S162,4
Seagar,S260,1
Seager,S260,5
Seagrave,S261,1
Seagur,S260,1
Seakins,S252,1
Seal,S400,5
Sealby,S410,1
Sealley,S400,1
Seally,S400,1
Seals,S420,1
Sealy,S400,3
Seaman,S550,5
Seamans,S552,1
Seapey,S100,1
Seapy,S100,1
Sear,S600,1
Seardison,S632,1
Seares,S620,1
Seargeant,S625,1
Searl,S640,3
Searle,S640,15
Searles,S642,2
Sears,S620,1
Seary,S600,1
Seaton,S350,6
Seavers,S162,1
Seaward,S630,1
Seccombe,S251,5
Seccull,S240,1
Secker,S260,5
Seckerson,S262,1
Seckham,S250,1
Seddon,S350,11
Seddons,S352,1
Sedge,S320,1
Sedgley,S324,2
Sedgwick,S322,4
Sedler,S346,1
Sedman,S355,2
Seear,S600,1
Seears,S620,1
Seed,S300,8
Seekings,S252,1
Seeney,S500,1
Seer,S600,1
Sefton,S135,2
Segar,S260,1
Selbourne,S416,1
Selby,S410,4
Selden,S435,1
Self,S410,1
Selkirk,S426,2
Sell,S400,2
Sellars,S462,2
Sellens,S452,2
Sellers,S462,9
Selles,S420,1
Selley,S400,1
Sellick,S420,1
Sellors,S462,2
Sells,S420,2
Sellwood,S430,1
Selly,S400,1
Selman,S455,1
Selmes,S452,1
Selsley,S424,1
Selves,S412,1
Selway,S400,1
Selwyn,S450,2
Semark,S562,1
Semido,S530,1
Semmens,S552,2
Semonin,S555,1
Semple,S514,1
Sendell,S534,1
Senior,S560,16
Sentance,S535,1
Seoth,S300,1
Sephton,S135,1
Seppings,S152,1
Sercombe,S625,2
Sergeant,S625,2
Sergenson,S625,1
Sergent,S625,3
Serjeant,S625,2
Sermont,S655,1
Serpell,S614,1
Servant,S615,1
Setchfield,S321,1
Seteary,S360,1
Setten,S350,1
Setterfield,S361,1
Setterington,S365,2
Settle,S340,3
Sevell,S140,1
Severn,S165,2
Sevewright,S162,1
Seville,S140,2
Sevin,S150,1
Seward,S630,7
Sewell,S400,18
Sewells,S420,2
Sewill,S400,1
Sexby,S210,1
Sexton,S235,5
Seyes,S200,1
Seymer,S560,1
Seymour,S560,18
Seys,S200,1
Shaboe,S100,1
Shackell,S240,2
Shackle,S240,2
Shackleton,S243,8
Shackley,S240,2
Shaddick,S320,2
Shaddock,S320,1
Shade,S300,1
Shadforth,S316,4
Shadwell,S340,1
Shae,S000,1
Shaftoe,S130,1
Shail,S400,1
Shaile,S400,1
Shailer,S460,1
Shain,S500,1
Shakespear,S221,2
Shakespeare,S221,2
Shakespere,S221,1
Shakleton,S243,1
Shallcrass,S426,1
Shallcross,S426,3
Shallis,S420,1
Shambrook,S516,1
Shanan,S550,1
Shanessy,S520,1
Shank,S520,2
Shankland,S524,1
Shanks,S520,1
Shanley,S540,1
Shann,S500,1
Shannon,S550,6
Shanon,S550,1
Shapland,S145,1
Sharco,S620,1
Shard,S630,1
Shardlow,S634,1
Sharer,S660,1
Sharkey,S620,1
Sharky,S620,1
Sharland,S645,2
Sharman,S655,7
Sharp,S610,47
Sharpe,S610,23
Sharpel,S614,1
Sharples,S614,10
Sharpless,S614,1
Sharratt,S630,2
Sharrock,S620,2
Sharrocks,S620,1
Sharrood,S630,1
Sharrott,S630,1
Sharvell,S614,1
Sharwood,S630,1
Shattock,S320,1
Shatwell,S340,2
Shave,S100,1
Shaw,S000,94
Shekley,S240,1
Shelbourn,S416,1
Sheldon,S435,7
Sheldrake,S436,3
Shell,S400,1
Shellard,S463,4
Shelley,S400,4
Shelly,S400,2
Shelmendine,S455,3
Shelton,S435,8
Shelwell,S440,1
Shemield,S543,1
Shemilt,S543,1
Sheminant,S555,1
Shemmonds,S553,1
Shenton,S535,6
Sheowring,S652,1
Shepard,S163,1
Shephard,S163,5
Shepheard,S163,4
Shepherd,S163,52
Shepherdson,S163,1
Sheppard,S163,22
Sheppeard,S163,1
Shereffs,S612,1
Sherer,S660,2
Shergel,S624,1
Shergold,S624,3
Shergould,S624,1
Sheridan,S635,4
Sheriff,S610,3
Sherliker,S642,1
Sherlock,S642,5
Sherman,S655,3
Sherras,S620,1
Sherraton,S635,1
Sherratt,S630,5
Sherreffs,S612,1
Sherriff,S610,2
Sherrington,S652,3
Sherry,S600,3
Shervil,S614,1
Sherwill,S640,1
Sherwin,S650,4
Sherwood,S630,6
Sheston,S235,1
Shettlewell,S344,1
Shew,S000,1
Shewell,S400,1
Shewing,S520,1
Shickle,S240,1
Shield,S430,4
Shields,S432,5
Shiels,S420,1
Shiers,S620,3
Shilcock,S422,1
Shildon,S435,1
Shildrick,S436,1
Shill,S400,1
Shillabeer,S416,1
Shilletoe,S430,1
Shilley,S400,1
Shilling,S452,3
Shillinge,S452,1
Shillingford,S452,1
Shillite,S430,1
Shillito,S430,3
Shilson,S425,1
Shilvock,S412,1
Shimmin,S550,1
Shingfield,S521,1
Shingler,S524,2
Shingleton,S524,2
Shinkfield,S521,1
Shinn,S500,3
Shinton,S535,1
Shipham,S150,1
Shipley,S140,8
Shipman,S155,5
Shipp,S100,5
Shipton,S135,5
Shires,S620,7
Shirley,S640,6
Shirt,S630,1
Shirtcliff,S632,1
Shirtcliffe,S632,1
Shirtliff,S634,1
Shky,S200,1
Shobbrook,S162,3
Shobrook,S162,1
Shobrooke,S162,2
Shoesmith,S253,3
Sholl,S400,1
Sholt,S430,1
Shone,S500,1
Shoobridge,S163,1
Shooter,S360,2
Shore,S600,5
Shorer?,S660,1
Shorky?,S620,1
Shorney,S650,1
Shorrock,S620,5
Short,S630,24
Shorthose,S632,1
Shorthouse,S632,1
Shortus,S632,1
Shotten,S350,1
Shotter,S360,1
Shotton,S350,1
Shove,S100,1
Showers,S620,1
Shows,S200,1
Shreehorne,S665,1
Shreeve,S610,2
Shreeves,S612,1
Shrewsbury,S621,1
Shrieve,S610,1
Shrigley,S624,1
Shrimpton,S651,3
Shrives,S612,1
Shrowesbury,S621,1
Shrubshall,S612,1
Shubrick,S162,2
Shuckford,S216,1
Shufflebotham,S141,3
Shuffrey,S160,1
Shuker,S260,2
Shum,S500,1
Shurgold,S624,1
Shute,S300,2
Shuter,S360,1
Shutt,S300,3
Shuttleworth,S346,10
Sibley,S140,7
Sibson,S125,1
Sickelmore,S245,1
Sidaway,S300,1
Siday,S300,1
Siddall,S340,6
Siddel,S340,1
Siddeley,S340,1
Siddell,S340,1
Sidders,S362,1
Siddon,S350,2
Siddons,S352,1
Sideway,S300,1
Sidey,S300,1
Sidney,S350,2
Sidwell,S340,1
Sievers,S162,3
Sifton,S135,1
Siggers,S262,1
Sigley,S240,1
Silby,S410,2
Silcock,S422,3
Silcox,S422,1
Silk,S420,5
Silke,S420,2
Silkstone,S423,1
Sill,S400,1
Sillet,S430,1
Sillett,S430,1
Silliter,S436,1
Sillitoe,S430,3
Silver,S416,3
Silverlock,S416,1
Silversides,S416,1
Silverthorne,S416,1
Silverwood,S416,2
Silvester,S412,3
Sim,S500,1
Simcock,S522,1
Simcox,S522,4
Sime,S500,1
Simister,S523,2
Simkin,S525,3
Simkins,S525,3
Simkiss,S522,1
Simlett,S543,1
Simm,S500,3
Simmer,S560,1
Simmerson,S562,1
Simmonds,S553,21
Simmons,S552,25
Simms,S520,7
Simner,S560,1
Simnet,S530,1
Simon,S550,3
Simond,S553,1
Simons,S552,8
Simper,S516,1
Simpkin,S512,4
Simpkins,S512,1
Simpson,S512,90
Sims,S520,23
Sinclair,S524,10
Sincock,S522,2
Sinden,S535,3
Sinfield,S514,6
Singer,S526,1
Single,S524,1
Singleton,S524,5
Sinnock,S520,1
Sippetts,S132,1
Sippit,S130,1
Sippitt,S130,1
Sircombe,S625,1
Sirl,S640,1
Sirling,S645,1
Sirman,S655,1
Sisam,S250,1
Sisley,S240,1
Sissison,S225,1
Sisson,S250,1
Sissons,S252,4
Sisterson,S236,1
Sitch,S320,2
Siter,S360,1
Sittley,S340,1
Sitton,S350,2
Sivers,S162,1
Siveter,S136,2
Sixton,S235,1
Size,S200,1
Sizer,S260,1
Skeats,S232,1
Skedge,S232,1
Skeel,S240,1
Skeeles,S242,1
Skeet,S230,3
Skegg,S220,1
Skeggs,S220,3
Skeldon,S243,1
Skellam,S245,2
Skelleon,S245,1
Skelley,S240,1
Skellit,S243,1
Skells,S242,1
Skelton,S243,12
Skermer,S265,1
Skerratt,S263,1
Skerrett,S263,1
Skerrey,S260,1
Skerrott,S263,1
Skerry,S260,2
Skevington,S215,3
Skewis,S220,1
Skidmore,S235,5
Skiffington,S215,1
Skikelthorpe,S224,1
Skilbeck,S241,1
Skilleter,S243,1
Skillett,S243,1
Skilton,S243,1
Skingle,S252,1
Skingley,S252,1
Skinley,S254,1
Skinn,S250,3
Skinner,S256,31
Skipp,S210,1
Skipper,S216,4
Skippon,S215,1
Skipsey,S212,1
Skirth,S263,1
Skitt,S230,1
Skittery,S236,1
Skuse,S220,1
Skyrme,S265,1
Slack,S420,13
Slade,S430,10
Sladen,S435,2
Slaney,S450,2
Slarks,S462,1
Slate,S430,2
Slater,S436,36
Slatter,S436,2
Slatterie,S436,1
Slattery,S436,1
Slattry,S436,1
Slaughter,S423,3
Slaytor,S436,1
Sleaford,S416,1
Sleath,S430,1
Sleddon,S435,1
Slee,S400,1
Sleeman,S455,5
Sleep,S410,3
Sleet,S430,1
Sleigh,S420,2
Sleight,S423,1
Sleightholme,S423,1
Slewman,S455,1
Slight,S423,2
Slinger,S452,3
Slingsby,S452,5
Slip,S410,1
Sloan,S450,2
Slocombe,S425,2
Sloey,S400,1
Sloman,S455,1
Sloper,S416,1
Slough,S420,1
Slow,S400,1
Slowgrove,S426,1
Sluggett,S423,1
Sly,S400,3
Slyfield,S414,1
Slynn,S450,1
Smailes,S542,2
Smale,S540,6
Smales,S542,1
Small,S540,9
Smallbone,S541,2
Smallbones,S541,2
Smallcomb,S542,1
Smalley,S540,4
Smallwood,S543,9
Smalman,S545,1
Smalridge,S546,1
Smart,S563,19
Smeathman,S535,1
Smeaton,S535,2
Smeatten,S535,1
Smedley,S534,3
Smee,S500,2
Smeeth,S530,1
Smeeton,S535,1
Smele,S540,1
Smelt,S543,1
Smerdon,S563,1
Smetheram,S536,1
Smethurst,S536,8
Smett,S530,1
Smiddy,S530,1
Smiles,S542,1
Smirk,S562,1
Smirke,S562,1
Smirthwaite,S563,1
Smiter,S536,1
Smith,S530,740
Smitheman,S535,1
Smither,S536,1
Smitherd,S536,1
Smitherman,S536,1
Smithers,S536,5
Smithies,S532,4
Smithson,S532,3
Smithurst,S536,1
Smitton,S535,1
Smocomb,S525,1
Smokem,S525,1
Smout,S530,1
Smuin,S550,1
Smurfoot,S561,1
Smurthwaite,S563,2
Smyth,S530,10
Smythe,S530,1
Smythers,S536,1
Snaith,S530,5
Snakenberg,S525,1
Snale,S540,1
Snape,S510,4
Snart,S563,1
Snazel,S524,1
Sneath,S530,2
Snell,S540,19
Snellgrove,S542,1
Snelling,S545,3
Snelson,S542,5
Snitch,S532,1
Snodgrass,S532,1
Snodin,S535,2
Snook,S520,6
Snow,S500,10
Snowball,S514,3
Snowden,S535,5
Snowdon,S535,1
Snowley,S540,2
Snuggs,S520,1
Snushall,S524,1
Soaf,S100,1
Soames,S520,1
Soars,S620,1
Sobey,S100,2
Sockett,S230,2
Soden,S350,1
Soder,S360,1
Softley,S134,1
Softly,S134,1
Soley,S400,1
Solkhon,S425,1
Sollers,S462,1
Solley,S400,1
Solliss,S420,1
Sollitt,S430,2
Solly,S400,1
Solman,S455,2
Solomon,S455,4
Solomons,S455,8
Soloway,S400,1
Solsley,S424,1
Solter,S436,1
Solway,S400,1
Somerfield,S561,3
Somers,S562,1
Somersall,S562,2
Somerset,S562,1
Somerville,S561,1
Sommerfield,S561,1
Sommers,S562,1
Sommerseales,S562,1
Sommerwill,S564,1
Sonchion,S525,1
Sones,S520,1
Sooley,S400,1
Sooris,S620,1
Soper,S160,4
Sopp,S100,1
Sorge,S620,1
Sorrell,S640,1
Sorrill,S640,1
Sorry,S600,1
Sosby,S210,1
Sothran,S365,1
Souch,S200,3
Soulby,S410,1
Soule,S400,1
Sousby,S210,2
Soutar,S360,1
Souter,S360,3
South,S300,6
Southall,S340,3
Southam,S350,2
Southan,S350,1
Southcott,S323,1
Southerden,S363,1
Southern,S365,4
Southernwood,S365,1
Southeron,S365,1
Southey,S300,3
Southgale,S324,1
Southgate,S323,3
Southon,S350,4
Southorn,S365,1
Southren,S365,1
Southurd,S363,1
Southward,S363,1
Southwell,S340,5
Southwick,S320,1
Southwood,S330,7
Southworth,S363,5
Soutter,S360,1
Soward,S630,1
Sowden,S350,8
Sowells,S420,1
Sowen,S500,1
Sowerbutts,S613,2
Sowerby,S610,3
Sowray,S600,1
Sowter,S360,3
Spackman,S125,1
Spade,S130,1
Spain,S150,6
Spalding,S143,2
Spalman,S145,1
Spalton,S143,1
Spanghe,S152,1
Spanton,S153,1
Spare,S160,1
Sparey,S160,1
Spargo,S162,3
Spargoe,S162,2
Sparham,S165,1
Spark,S162,1
Sparke,S162,1
Sparkes,S162,15
Sparkesman,S162,1
Sparkman,S162,1
Sparks,S162,1
Sparrow,S160,12
Sparshott,S162,1
Sparvell,S161,1
Spashett,S123,1
Spaull,S140,1
Spaven,S115,1
Speak,S120,4
Speake,S120,1
Speakman,S125,3
Spear,S160,5
Spearing,S165,4
Speck,S120,2
Speckeley,S124,1
Speckley,S124,1
Spedding,S135,2
Speddy,S130,2
Speechley,S124,1
Speed,S130,4
Speedey,S130,1
Speers,S162,1
Speight,S123,2
Speiser,S126,1
Spell,S140,1
Spence,S152,7
Spenceley,S152,1
Spencer,S152,54
Spendlove,S153,1
Spesier,S126,1
Spice,S120,3
Spicer,S126,11
Spicknett,S125,1
Spier,S160,1
Spiers,S162,5
Spikesman,S122,1
Spikins,S125,1
Spiller,S146,1
Spillett,S143,1
Spilling,S145,2
Spilsburry,S142,1
Spilsbury,S142,1
Spilsworth,S142,1
Spink,S152,8
Spinks,S152,7
Spires,S162,1
Spirle,S164,1
Spittle,S134,2
Spittlehouse,S134,1
Spivey,S110,3
Spokes,S122,1
Sponage,S152,1
Spong,S152,3
Spooner,S156,11
Spoor,S160,2
Spoors,S162,1
Sporer,S166,1
Spour,S160,1
Spracket,S162,1
Spracklan,S162,1
Sprackling,S162,1
Spragg,S162,2
Sprague,S162,2
Sprakes,S162,3
Spratley,S163,4
Spratt,S163,5
Spray,S160,1
Spreadbury,S163,2
Spreckley,S162,1
Spredbury,S163,1
Spree,S160,1
Sprent,S165,1
Sprentall,S165,1
Spriggs,S162,2
Spring,S165,2
Springall,S165,1
Springett,S165,4
Springthorp,S165,1
Sprintall,S165,1
Sproat,S163,1
Sproson,S162,1
Spruce,S162,2
Sprules,S164,1
Spry,S160,4
Spurden,S163,1
Spurge,S162,1
Spurgeon,S162,1
Spurgin,S162,1
Spurr,S160,5
Spurrier,S166,3
Spurway,S160,1
Spyby,S110,1
Spyr,S160,1
Squibb,S210,4
Squier,S260,1
Squire,S260,10
Squires,S262,10
Squirrell,S264,2
Srigley,S624,1
Stabbins,S315,2
Stabler,S314,1
Stables,S314,2
Stableton,S314,1
Stacey,S320,14
Stackey,S320,1
Stacy,S320,1
Staddon,S335,1
Stafford,S316,17
Stagg,S320,4
Staggs,S320,1
Stainer,S356,2
Staines,S352,2
Stainfield,S351,1
Stainsby,S352,2
Stainthorp,S353,1
Stainton,S353,2
Stairs,S362,1
Stait,S330,1
Staley,S340,6
Stalker,S342,1
Stallard,S346,1
Stallibrass,S341,1
Stamford,S351,2
Stamp,S351,6
Stamper,S351,3
Stanard,S356,1
Stanaway,S350,1
Stanbridge,S351,1
Stanbrook,S351,1
Stanbury,S351,2
Stancliff,S352,1
Standell,S353,1
Standerwick,S353,1
Standeven,S353,1
Standill,S353,1
Standing,S353,5
Standish,S353,2
Standley,S353,1
Standring,S353,1
Staneland,S354,2
Stanesby,S352,1
Stanfield,S351,4
Stanford,S351,5
Stanhope,S351,2
Stanier,S356,2
Staniford,S351,2
Staniforth,S351,3
Staniland,S354,2
Staning,S355,1
Stanley,S354,9
Stannard,S356,2
Stanner,S356,1
Stannett,S353,1
Stannier,S356,1
Stansbie,S352,1
Stansfield,S352,12
Stanstead,S352,1
Stant,S353,1
Stantiford,S353,1
Stanton,S353,12
Stanway,S350,1
Stanworth,S356,3
Stanyford,S351,1
Staple,S314,1
Staples,S314,6
Stapleton,S314,8
Stapley,S314,3
Staplyton,S314,1
Star,S360,2
Starbuck,S361,1
Stares,S362,1
Starey,S360,1
Stark,S362,3
Starkey,S362,18
Starkie,S362,4
Starks,S362,1
Starley,S364,1
Starling,S364,3
Starmer,S365,1
Starner,S365,1
Starr,S360,2
Starsmore,S362,1
Start,S363,1
Statham,S335,7
Stather,S336,1
Statter,S336,1
Staunton,S353,1
Staut,S330,1
Stawpert,S316,1
Stay,S300,1
Stayton,S335,1
Stead,S330,22
Steadman,S335,1
Steadmans,S335,1
Steady,S330,1
Steares,S362,1
Stearment,S365,1
Stearn,S365,3
Stearne,S365,1
Stebbings,S315,4
Stedman,S335,2
Steed,S330,6
Steedman,S335,2
Steeds,S332,1
Steel,S340,27
Steele,S340,11
Steeles,S342,1
Steels,S342,2
Steen,S350,2
Steeple,S314,1
Steeples,S314,1
Steer,S360,9
Steers,S362,2
Steeton,S335,1
Steevenson,S315,1
Steff,S310,1
Steggall,S324,1
Steggalls,S324,1
Stegles,S324,1
Steib,S310,1
Stelfox,S341,4
Stell,S340,2
Stellard,S346,1
Stemp,S351,1
Stendell,S353,1
Stenlake,S354,1
Stent,S353,1
Stenteford,S353,2
Stenten,S353,1
Stenton,S353,1
Stephen,S315,1
Stephens,S315,39
Stephenson,S315,41
Stepleton,S314,1
Stepney,S315,1
Steptoe,S313,2
Sterriker,S362,1
Sterry,S360,6
Stevens,S315,77
Stevenson,S315,25
Steventon,S315,2
Steverson,S316,1
Steward,S363,12
Stewart,S363,23
Stewert,S363,1
Stickland,S324,3
Stickley,S324,1
Stiff,S310,1
Stigwood,S323,1
Stile,S340,1
Stiles,S342,4
Still,S340,3
Stillman,S345,1
Stillwell,S344,2
Stilwell,S344,2
Stimpson,S351,1
Stimson,S352,5
Stinnard,S356,1
Stinton,S353,1
Stiphenson,S315,1
Stirk,S362,2
Stirman,S365,1
Stirzacker,S362,2
StJohn,S325,2
Stoakes,S322,1
Stobbard,S316,1
Stock,S320,15
Stockbridge,S321,1
Stockdale,S323,5
Stockden,S323,1
Stockdill,S323,1
Stocker,S326,1
Stockham,S325,1
Stockhill,S324,1
Stockley,S324,1
Stockman,S325,1
Stocks,S320,7
Stockton,S323,6
Stockwell,S324,4
Stoddart,S336,1
Stodgel,S332,1
Stoiell,S340,1
Stoiles,S342,1
Stokell,S324,1
Stoker,S326,2
Stokes,S322,30
Stokoe,S320,1
Stoll,S340,1
Stone,S350,43
Stonebank,S351,1
Stoneham,S355,1
Stonehouse,S352,3
Stoneleigh,S354,1
Stoneman,S355,1
Stoner,S356,3
Stones,S352,9
Stonestreet,S352,1
Stoney,S350,1
Stonham,S355,1
Stonier,S356,4
Stonley,S354,1
Stonnill,S354,1
Stooke,S320,1
Stoops,S312,1
Stopford,S316,2
Stopher,S316,1
Stopp,S310,1
Stopps,S312,1
Stor,S360,1
Storer,S366,1
Stores,S362,1
Storey,S360,17
Stormer,S365,1
Stormonth,S365,1
Storms,S365,1
Storr,S360,8
Storron,S365,1
Storrow,S360,1
Storry,S360,2
Story,S360,3
Stotea,S330,1
Stott,S330,24
Stout,S330,1
Stow,S300,3
Stowe,S300,2
Stowell,S340,3
Stowers,S362,1
Stoyle,S340,2
Stoyles,S342,1
Strachan,S362,4
Stradwick,S363,1
Strand,S365,1
Straney,S365,1
Strang,S365,1
Strange,S365,8
Stranger,S365,1
Strangward,S365,1
Stranks,S365,1
Stratford,S363,5
Strath,S363,1
Stratten,S363,2
Stratton,S363,5
Straw,S360,1
Strawford,S361,1
Streader,S363,1
Streat,S363,1
Streater,S363,1
Streatfield,S363,1
Stredder,S363,1
Street,S363,21
Streete,S363,1
Streeten,S363,1
Streeter,S363,2
Streeton,S363,2
Streets,S363,2
Strelley,S364,1
Stretch,S363,2
Stretton,S363,4
Strevens,S361,1
Stribling,S361,2
Strickland,S362,7
Stride,S363,1
Strike,S362,2
Stringer,S365,15
Stringfellow,S365,3
Stripe,S361,2
Strong,S365,5
Stroud,S363,2
Strowden,S363,1
Strube,S361,1
Struckett,S362,1
Strudwick,S363,1
Strugnell,S362,3
Struth,S363,1
Strutt,S363,2
Strutton,S363,2
Stuart,S363,6
Stubbersfield,S316,1
Stubbing,S315,1
Stubbings,S315,1
Stubbins,S315,1
Stubbs,S312,16
Stubings,S315,1
Stubley,S314,1
Stuckey,S320,3
Studham,S335,1
Studholme,S334,1
Studley,S334,1
Studt,S330,2
Stupple,S314,1
Sturch,S362,3
Sturdy,S363,3
Sturgeon,S362,2
Sturges,S362,1
Sturgess,S362,5
Sturley,S364,1
Sturman,S365,1
Sturmson,S365,1
Sturrock,S362,1
Stutford,S331,1
Stutting,S335,1
Styan,S350,1
Stygle,S324,1
Style,S340,2
Styles,S342,9
Styring,S365,1
Such,S200,3
Sucker,S260,1
Suckling,S245,2
Sudbury,S316,1
Sudderick,S362,1
Sudlow,S340,1
Sudren,S365,1
Sudworth,S363,1
Suffield,S143,1
Sugar,S260,1
Sugars,S262,1
Sugden,S235,10
Sugget,S230,1
Suggitt,S230,1
Sullivan,S415,21
Sully,S400,1
Sumerfield,S561,2
Sumerling,S564,1
Summerbee,S561,1
Summerbell,S561,1
Summercett,S562,1
Summerfield,S561,11
Summerhays,S562,1
Summers,S562,15
Summerscales,S562,2
Summersell,S562,1
Summerson,S562,1
Summes,S520,1
Sumner,S560,14
Sumpter,S513,1
Sumpton,S513,1
Sunderland,S536,8
Sunnaway,S500,1
Sunnian,S550,2
Surbats,S613,1
Surfield,S614,2
Surfleet,S614,1
Surgison,S622,1
Surndin,S653,1
Surner,S656,1
Surr,S600,1
Surridge,S632,2
Surry,S600,1
Surtees,S632,3
Sussex,S220,1
Sussums,S252,1
Sutch,S320,1
Sutcliff,S324,2
Sutcliffe,S324,27
Suter,S360,3
Sutherland,S364,5
Sutherns,S365,1
Suthers,S362,1
Sutliffe,S341,1
Suton,S350,1
Sutter,S360,1
Suttle,S340,1
Sutton,S350,43
Swaby,S100,2
Swaddell,S340,1
Swaddle,S340,1
Swadkins,S325,1
Swadling,S345,1
Swaffin,S150,1
Swain,S500,11
Swainbank,S515,1
Swaine,S500,7
Swainland,S545,1
Swainsland,S524,1
Swainson,S525,2
Swale,S400,3
Swales,S420,7
Swaller,S460,1
Swallow,S400,7
Swallwell,S440,1
Swalwell,S440,1
Swan,S500,10
Swance,S520,1
Swancott,S523,1
Swann,S500,5
Swanwick,S520,2
Swarbick,S612,1
Swarbrick,S616,2
Swatkin,S325,1
Swatling,S345,1
Swatman,S355,2
Swatton,S350,1
Sweatenham,S355,1
Sweatman,S355,1
Sweeney,S500,2
Sweeny,S500,1
Sweet,S300,4
Sweeting,S352,2
Sweetingham,S352,1
Sweetland,S345,1
Sweetlove,S341,1
Sweetman,S355,1
Sweetmore,S356,1
Sweetser,S326,1
Sweney,S500,1
Swift,S130,24
Swinborn,S516,2
Swinbourne,S516,1
Swinburn,S516,4
Swincoe,S520,1
Swindell,S534,2
Swindells,S534,8
Swinden,S535,1
Swindin,S535,1
Swindlehurst,S534,1
Swindley,S534,1
Swiney,S500,1
Swinfon,S515,1
Swinford,S516,1
Swinhoe,S500,1
Swinnerton,S563,1
Swinscoe,S520,3
Swinslead,S524,1
Swiny,S500,1
Swire,S600,2
Swords,S632,2
Swordy,S630,1
Swyer,S600,1
Syah,S000,1
Syar,S600,1
Syckes,S220,1
Sydal,S340,1
Sydaman,S355,1
Sydenham,S355,2
Sydney,S350,1
Sydon,S350,1
Syer,S600,5
Sygrove,S261,1
Sykes,S220,30
Sylvester,S412,2
Symes,S520,4
Symmins,S552,1
Symmonds,S553,1
Symmons,S552,1
Symn,S500,1
Symonds,S553,9
Symons,S552,13
Sympson,S512,1
Syms,S520,3
Syner,S560,1
Syred,S630,1
Syrett,S630,5
Tabb,T100,1
Tabberer,T166,1
Tabbner,T156,2
Taberer,T166,1
Tabor,T160,1
Tabraham,T165,1
Tacey,T200,1
Tackley,T240,1
Tacy,T200,1
Tadman,T355,1
Taerrianes,T652,1
Tagard,T263,1
Tagg,T200,3
Tailly,T400,1
Tailor,T460,2
Taken,T250,1
Talbot,T413,15
Talbott,T413,9
Talboys,T412,1
Talby,T410,1
Talfourd,T416,1
Tallant,T453,1
Tallentire,T453,2
Tallott,T430,1
Tambling,T514,1
Tamblyn,T514,2
Tame,T500,3
Tamkin,T525,1
Tamons,T552,1
Tampin,T515,1
Tamplin,T514,1
Tamsett,T523,1
Tancock,T522,2
Tancred,T526,1
Tandy,T530,2
Tangye,T520,1
Tank,T520,1
Tann,T500,2
Tanner,T560,17
Tansey,T520,1
Tansley,T524,4
Tanswell,T524,1
Tant,T530,3
Tapley,T140,1
Tapp,T100,1
Tappenden,T153,1
Tapscott,T123,3
Tapson,T125,1
Tarbart,T616,1
